FeatureUID,DsgAttr01,Country,FeatureNam,NameVar,FeatureTyp,Latitude,Longitude,LocConfid,DsgAttr02,DsgAttr03,DsgAttr04,DsgAttr05,DsgAttr06,DsgAttr07,DsgAttr08,OperateNam,OwnerName,Website,DsgAttr09,Label1,LocSource1,InfSource1,ADM1,DsgAttr10,geometry,id,infra,name,iso3,Continent_Code,dist,matches
SNp01,SNp01i,Senegal,Dakar,<Null>,Bulk Commodities Port,14.687497,-17.426862,E,Y,Fertilizer,Unspecified,102000.0,Metric tons,<Null>,<Null>,Necotrans,Direction Générale du Port Autonome de Dakar Dubaï Port,https://www.portdakar.sn/en,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SNp001, SNp002, SNp003",Dakar,45820,POINT (-1939949.403964649 1642383.9872330693),port272,port,Dakar_Senegal,SEN,AF,469.30672783130973,Y
SNp01,SNp01g,Senegal,Dakar,<Null>,Bulk Commodities Port,14.687497,-17.426862,E,Y,Coal,Unspecified,182000.0,Metric tons,<Null>,<Null>,Necotrans,Direction Générale du Port Autonome de Dakar Dubaï Port,https://www.portdakar.sn/en,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SNp001, SNp002, SNp003",Dakar,45820,POINT (-1939949.403964649 1642383.9872330693),port272,port,Dakar_Senegal,SEN,AF,469.30672783130973,Y
SNp01,SNp01c,Senegal,Dakar,<Null>,General Cargo Port,14.687497,-17.426862,E,Y,Chemical Products,Caustic Soda,-999.0,NA,<Null>,<Null>,Necotrans,Direction Générale du Port Autonome de Dakar Dubaï Port,https://www.portdakar.sn/en,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SNp001, SNp002, SNp003",Dakar,45820,POINT (-1939949.403964649 1642383.9872330693),port272,port,Dakar_Senegal,SEN,AF,469.30672783130973,Y
SNp01,SNp01d,Senegal,Dakar,<Null>,Bulk Commodities Port,14.687497,-17.426862,E,Y,Cement,Clinker,682000.0,Metric tons,<Null>,<Null>,Necotrans,Direction Générale du Port Autonome de Dakar Dubaï Port,https://www.portdakar.sn/en,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SNp001, SNp002, SNp003",Dakar,45820,POINT (-1939949.403964649 1642383.9872330693),port272,port,Dakar_Senegal,SEN,AF,469.30672783130973,Y
SNp01,SNp01e,Senegal,Dakar,<Null>,Bulk Commodities Port,14.687497,-17.426862,E,Y,Sulfur,Unspecified,306000.0,Metric tons,<Null>,<Null>,Necotrans,Direction Générale du Port Autonome de Dakar Dubaï Port,https://www.portdakar.sn/en,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SNp001, SNp002, SNp003",Dakar,45820,POINT (-1939949.403964649 1642383.9872330693),port272,port,Dakar_Senegal,SEN,AF,469.30672783130973,Y
SNp01,SNp01f,Senegal,Dakar,<Null>,General Cargo Port,14.687497,-17.426862,E,Y,Gypsum,Unspecified,-999.0,NA,<Null>,<Null>,Necotrans,Direction Générale du Port Autonome de Dakar Dubaï Port,https://www.portdakar.sn/en,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SNp001, SNp002, SNp003",Dakar,45820,POINT (-1939949.403964649 1642383.9872330693),port272,port,Dakar_Senegal,SEN,AF,469.30672783130973,Y
SNp01,SNp01k,Senegal,Dakar,<Null>,Bulk Commodities Port,14.687497,-17.426862,E,Y,Mineral Sands,"Zircon, Rutile, Leucoxene",95000.0,Metric tons,<Null>,<Null>,Grande Côte Opérations (GCO),Direction Générale du Port Autonome de Dakar Dubaï Port,https://www.portdakar.sn/en,"Europe, America, Asia, Oceania",<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SNp006, SNp003",Dakar,45820,POINT (-1939949.403964649 1642383.9872330693),port272,port,Dakar_Senegal,SEN,AF,469.30672783130973,Y
SNp01,SNp01b,Senegal,Dakar,<Null>,Bulk Commodities Port,14.687497,-17.426862,E,Y,Fertilizer,Phosphoric Acid,392000.0,Metric tons,<Null>,<Null>,Necotrans,Direction Générale du Port Autonome de Dakar Dubaï Port,https://www.portdakar.sn/en,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SNp001, SNp002, SNp003",Dakar,45820,POINT (-1939949.403964649 1642383.9872330693),port272,port,Dakar_Senegal,SEN,AF,469.30672783130973,Y
SNp01,SNp01a,Senegal,Dakar,<Null>,Oil and Gas Terminal,14.687497,-17.426862,E,Y,Oil and Gas Products,"Refined Hydrocarbons, Crude Oil, Gas, Bitumen",-999.0,NA,<Null>,<Null>,SEA-invest N.V.,Direction Générale du Port Autonome de Dakar Dubaï Port,https://www.portdakar.sn/en,<Null>,SNp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SNp001, SNp005, SNp003",Dakar,45820,POINT (-1939949.403964649 1642383.9872330693),port272,port,Dakar_Senegal,SEN,AF,469.30672783130973,Y
SNp01,SNp01j,Senegal,Dakar,<Null>,Bulk Commodities Port,14.687497,-17.426862,E,Y,Titanium,"Ilmenite (Mineral sand, Bulk)",600000.0,Metric tons,<Null>,<Null>,Grande Côte Opérations (GCO),Direction Générale du Port Autonome de Dakar Dubaï Port,https://www.portdakar.sn/en,"Europe, America, Asia, Oceania",<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SNp006, SNp003",Dakar,45820,POINT (-1939949.403964649 1642383.9872330693),port272,port,Dakar_Senegal,SEN,AF,469.30672783130973,Y
NGp08,NGp08a,Nigeria,Onne,<Null>,Oil and Gas Terminal,4.68411,7.156304,E,Y,Oil and Gas Products,"Crude Oil, Refined Oil Products, Gas (Unspecified)",-999.0,NA,<Null>,<Null>,Messrs Intel Nig. Ltd.,Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,NGp8,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, NGp012",Rivers,46208,POINT (796636.1172418669 518527.7179436959),port851,port,Onne_Nigeria,NGA,AF,496.2876767647575,Y
NGp08,NGp08f,Nigeria,Onne,<Null>,Bulk Commodities Port,4.68411,7.156304,E,Y,Cement,Unspecified,-999.0,NA,<Null>,<Null>,Brawal Shipping Limited,Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,<Null>,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, NGp011",Rivers,46208,POINT (796636.1172418669 518527.7179436959),port851,port,Onne_Nigeria,NGA,AF,496.2876767647575,Y
NGp08,NGp08e,Nigeria,Onne,<Null>,Bulk Commodities Port,4.68411,7.156304,E,Y,Iron and Steel,Iron Rods,-999.0,NA,<Null>,<Null>,Brawal Shipping Limited,Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,<Null>,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, NGp011",Rivers,46208,POINT (796636.1172418669 518527.7179436959),port851,port,Onne_Nigeria,NGA,AF,496.2876767647575,Y
NGp08,NGp08b,Nigeria,Onne,<Null>,Bulk Commodities Port,4.68411,7.156304,E,Y,Salt,Unspecified,-999.0,NA,<Null>,<Null>,Brawal Shipping Limited,Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,<Null>,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, NGp011",Rivers,46208,POINT (796636.1172418669 518527.7179436959),port851,port,Onne_Nigeria,NGA,AF,496.2876767647575,Y
NGp08,NGp08c,Nigeria,Onne,<Null>,Bulk Commodities Port,4.68411,7.156304,E,Y,Chemical Products,Unspecified,-999.0,NA,<Null>,<Null>,Brawal Shipping Limited,Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,<Null>,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, NGp011",Rivers,46208,POINT (796636.1172418669 518527.7179436959),port851,port,Onne_Nigeria,NGA,AF,496.2876767647575,Y
NGp08,NGp08d,Nigeria,Onne,<Null>,Bulk Commodities Port,4.68411,7.156304,E,Y,Fertilizer,Unspecified,-999.0,NA,<Null>,<Null>,Brawal Shipping Limited,Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,<Null>,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, NGp011",Rivers,46208,POINT (796636.1172418669 518527.7179436959),port851,port,Onne_Nigeria,NGA,AF,496.2876767647575,Y
CGp02,CGp02a,Congo (Brazzaville),Pointe Noire,<Null>,Oil and Gas Terminal,-4.783582,11.831689,E,N,"Oil and Gas Products, Refined",Refined Petroleum Products,7600.0,Thousand 42-gallon barrels,<Null>,<Null>,Congolaise de Raffinage (CORAF),Port Authority of Pointe Noire,<Null>,<Null>,CGp2,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, CGp004",Pointe Noire,46470,POINT (1317097.5947043763 -529564.9152154975),port919,port,Point Noire_Republic of Congo,COG,AF,509.17231206328995,Y
SOp01,SOp01a,Somalia,Berbera,Somaliland,Oil and Gas Terminal,10.437517,44.996133,E,N,"Oil and Gas Products, Refined",Fuel Oil,-999.0,NA,<Null>,<Null>,Somali Ports Authority,Somali Ports Authority,https://www.berberaseaport.net/,<Null>,SOp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SOp001, SOp002, SOp003, SOp005",Woqooyi Galbeed,47820,POINT (5008946.613226413 1160643.4797217587),port146,port,Berbera_Somalia,SOM,AF,522.9708485409101,Y
TGp02,TGp02d,Togo,Lome,<Null>,Bulk Commodities Port,6.139928,1.282861,E,Y,Oil and Gas Products,"Sulfur, Bitumen",-999.0,NA,<Null>,<Null>,Port Autonome de Lome,Port Autonome de Lome,https://www.togo-port.net/,"Burkina Faso, Ghana",<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TGp001, TGp002, TGp004, TGp005",Maritime,46090,POINT (142807.43327854972 680238.667250541),port657,port,Lome_Toga,TGO,AF,544.8774844341159,Y
TGp02,TGp02a,Togo,Lome,<Null>,Oil and Gas Terminal,6.139928,1.282861,E,Y,Oil and Gas Products,"Crude Oil, Refined Oil Products",-999.0,NA,<Null>,<Null>,Port Autonome de Lome,Port Autonome de Lome,https://www.togo-port.net/,"Angola, Côte d’Ivoire, Senegal, Nigeria, Benin",TGp2,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TGp001, TGp003, TGp004, TGp005",Maritime,46090,POINT (142807.43327854972 680238.667250541),port657,port,Lome_Toga,TGO,AF,544.8774844341159,Y
TGp02,TGp02b,Togo,Lome,<Null>,Bulk Commodities Port,6.139928,1.282861,E,Y,Gypsum,Unspecified,-999.0,NA,<Null>,<Null>,Port Autonome de Lome,Port Autonome de Lome,https://www.togo-port.net/,"Burkina Faso, Ghana",<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TGp001, TGp002, TGp004, TGp005",Maritime,46090,POINT (142807.43327854972 680238.667250541),port657,port,Lome_Toga,TGO,AF,544.8774844341159,Y
TGp02,TGp02c,Togo,Lome,<Null>,Bulk Commodities Port,6.139928,1.282861,E,Y,Cement,Clinker,-999.0,NA,<Null>,"Limestone Reserves, also Mined Near Lomé (Clinker/Cement)",Port Autonome de Lome,Port Autonome de Lome,https://www.togo-port.net/,"Burkina Faso, Ghana, Benin",<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TGp001, TGp002, TGp004, TGp005",Maritime,46090,POINT (142807.43327854972 680238.667250541),port657,port,Lome_Toga,TGO,AF,544.8774844341159,Y
MAp05,MAp05b,Morocco,Mohammedia,<Null>,Oil and Gas Terminal,33.715103,-7.395879,E,Y,"Oil and Gas Products, Refined","Jet Fuel, Jet Gasoline, Fuel Oil, base Oil",-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp004",Grand Casablanca,45790,POINT (-823305.4842486654 3966894.928695789),port756,port,Mohammedia_Morocco,MAR,AF,553.7845571207657,Y
MAp05,MAp05a,Morocco,Mohammedia,<Null>,Oil and Gas Terminal,33.715103,-7.395879,E,Y,Oil and Gas Products,"Crude Oil, Liquefied Petroleum Gas (LPG)",-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,MAp5,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp004",Grand Casablanca,45790,POINT (-823305.4842486654 3966894.928695789),port756,port,Mohammedia_Morocco,MAR,AF,553.7845571207657,Y
GHp02,GHp02b,Ghana,Tema,<Null>,Oil and Gas Terminal,5.626993,0.005886,E,Y,Oil and Gas Products,Natural Gas,-999.0,NA,<Null>,Kwame Nkrumah Fpso Extracting from Jubilee Field,Marine Operations Department,Ghana Ports and Harbours Authority,https://www.ghanaports.gov.gh/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, GHA004","NGA-WPI-Pub150, GHp002",Greater Accra,46070,POINT (655.2265228092082 623216.6991649698),port1282,port,Tema_Ghana,GHA,AF,574.6809483886329,Y
GHp02,GHp02a,Ghana,Tema,<Null>,Oil and Gas Terminal,5.626993,0.005886,E,Y,Oil and Gas Products,"Light, Sweet Crude Oil",45.0,Thousand barrels per day,<Null>,"Jubilee, Twenboa-Enyenra-Ntomme (Ten) and Offshore Cape Three Points (Octp) Fields, and Sankofa Oil Fields",Marine Operations Department,Ghana Ports and Harbours Authority,https://www.ghanaports.gov.gh/,<Null>,GHp2,"NGA-WPI-Pub150, Google Maps, GHA003","NGA-WPI-Pub150, GHp002, GHp003",Greater Accra,46070,POINT (655.2265228092082 623216.6991649698),port1282,port,Tema_Ghana,GHA,AF,574.6809483886329,Y
GHp02,GHp02c,Ghana,Tema,<Null>,General Cargo Port,5.626993,0.005886,E,Y,Aluminum,Unspecified,-999.0,NA,<Null>,<Null>,Volta Aluminium Company (VALCO),Ghana Ports and Harbours Authority,https://www.ghanaports.gov.gh/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, GHA005","NGA-WPI-Pub150, GHp002, GHp003",Greater Accra,46070,POINT (655.2265228092082 623216.6991649698),port1282,port,Tema_Ghana,GHA,AF,574.6809483886329,Y
SCp01,SCp01a,Seychelles,Victoria,Mahe Quay,Oil and Gas Terminal,-4.628114,55.464133,E,Y,"Oil and Gas Products, Refined","Jet A1, Fuel Oil, Gas Oil, Kerosene, Liquefied Petroleum Gas (LPG)",-999.0,NA,<Null>,<Null>,Port Victoria Port Authority,Seychelles Ports Authority,http://www.seyport.sc/,<Null>,SCp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SCp001",Mont Fleuri,47220,POINT (6174239.0428504 -512315.22529666097),port1361,port,Victoria_Seychelles,SYC,AF,630.8651756768617,Y
SCp01,SCp01b,Seychelles,Victoria,Mahe Quay,Bulk Commodities Port,-4.628114,55.464133,E,Y,Cement,Unspecified,-999.0,NA,<Null>,<Null>,Port Victoria Port Authority,Seychelles Ports Authority,http://www.seyport.sc/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SCp001",Mont Fleuri,47220,POINT (6174239.0428504 -512315.22529666097),port1361,port,Victoria_Seychelles,SYC,AF,630.8651756768617,Y
DZp02,DZp02a,Algeria,Annaba,<Null>,General Cargo Port,36.89805,7.772847,E,Y,Iron and Steel,Unspecified Steel Products,-999.0,NA,<Null>,"Arcelor-Mittal Steel Complex, El Hadjar",<Null>,Entreprise Portuaire de Annaba,http://www.annaba-port.com/,<Null>,DZp2,"NGA-WPI-Pub150, DZp002, Google Earth","NGA-WPI-Pub150, DZp002",Annaba,45490,POINT (865269.370054024 4399249.748444989),port53,port,Annaba_Algeria,DZA,AF,634.215576063545,Y
DZp02,DZp02b,Algeria,Annaba,<Null>,General Cargo Port,36.89805,7.772847,E,Y,Fertilizer,Phosphate,-999.0,NA,<Null>,<Null>,FERPHOS Installations Portuaires de Annaba,Entreprise Portuaire de Annaba,http://www.annaba-port.com/,<Null>,<Null>,"NGA-WPI-Pub150, DZp002, Google Earth","NGA-WPI-Pub150, DZp002, DZp003, DZp004, DZp005",Annaba,45490,POINT (865269.370054024 4399249.748444989),port53,port,Annaba_Algeria,DZA,AF,634.215576063545,Y
DZp02,DZp02d,Algeria,Annaba,<Null>,Bulk Commodities Port,36.89805,7.772847,E,Y,Fertilizer,"Potash, Urea, Phosphoric Acid, Ammonia, Urea-Ammonium Nitrate (UAN)",-999.0,NA,<Null>,<Null>,FERPHOS Installations Portuaires de Annaba,Entreprise Portuaire de Annaba,http://www.annaba-port.com/,<Null>,<Null>,"NGA-WPI-Pub150, DZp002, Google Earth","NGA-WPI-Pub150, DZp002, DZp003, DZp004, DZp005",Annaba,45490,POINT (865269.370054024 4399249.748444989),port53,port,Annaba_Algeria,DZA,AF,634.215576063545,Y
DZp02,DZp02e,Algeria,Annaba,<Null>,Bulk Commodities Port,36.89805,7.772847,E,Y,Iron and Steel,Iron Ore,-999.0,NA,<Null>,<Null>,<Null>,Entreprise Portuaire de Annaba,http://www.annaba-port.com/,<Null>,<Null>,"NGA-WPI-Pub150, DZp002, Google Earth","NGA-WPI-Pub150, DZp002, DZp005",Annaba,45490,POINT (865269.370054024 4399249.748444989),port53,port,Annaba_Algeria,DZA,AF,634.215576063545,Y
DZp02,DZp02c,Algeria,Annaba,<Null>,Bulk Commodities Port,36.89805,7.772847,E,Y,Coal,Coke,-999.0,NA,<Null>,<Null>,<Null>,Entreprise Portuaire de Annaba,http://www.annaba-port.com/,<Null>,<Null>,"NGA-WPI-Pub150, DZp002, Google Earth","NGA-WPI-Pub150, DZp002, DZp005",Annaba,45490,POINT (865269.370054024 4399249.748444989),port53,port,Annaba_Algeria,DZA,AF,634.215576063545,Y
TNp04,TNp04a,Tunisia,Mersa Sfax,<Null>,Bulk Commodities Port,34.722642,10.770709,E,Y,Fertilizer,Phosphate and By-Products (Bulk),-999.0,NA,<Null>,<Null>,Group Chimique Tunisien (GCT),Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,TNp4,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TNp004, TNp007, TNp008",Sfax,45390,POINT (1198989.841362529 4101914.4766298593),port733,port,Mersa Sfax_Tunisia,TUN,AF,676.5591428128776,Y
TNp04,TNp04c,Tunisia,Mersa Sfax,<Null>,Bulk Commodities Port,34.722642,10.770709,E,Y,Sulfur,Unspecified,-999.0,NA,<Null>,<Null>,Group Chimique Tunisien (GCT),Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TNp004",Sfax,45390,POINT (1198989.841362529 4101914.4766298593),port733,port,Mersa Sfax_Tunisia,TUN,AF,676.5591428128776,Y
TNp04,TNp04b,Tunisia,Mersa Sfax,<Null>,Oil and Gas Terminal,34.722642,10.770709,E,Y,Oil and Gas Products,"Oil Products, Liquefied Petroleum Gas (LPG)",-999.0,NA,<Null>,<Null>,Group Chimique Tunisien (GCT),Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TNp004",Sfax,45390,POINT (1198989.841362529 4101914.4766298593),port733,port,Mersa Sfax_Tunisia,TUN,AF,676.5591428128776,Y
TNp04,TNp04d,Tunisia,Mersa Sfax,<Null>,Bulk Commodities Port,34.722642,10.770709,E,Y,Salt,Sea Salt (Solid Bulk),-999.0,NA,<Null>,<Null>,Group Chimique Tunisien (GCT),Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TNp004",Sfax,45390,POINT (1198989.841362529 4101914.4766298593),port733,port,Mersa Sfax_Tunisia,TUN,AF,676.5591428128776,Y
ZAp01,ZAp01a,South Africa,Cape Town,<Null>,Bulk Commodities Port,-33.910889,18.451139,E,N,Coal,Unspecified,-999.0,NA,<Null>,<Null>,Transnet Port Terminals,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,ZAp1,"NGA-WPI-Pub150, Google Maps, ZAp003","NGA-WPI-Pub150, ZAp001, ZAp002, ZAp003, WRLDp001, ZAp004, ZAp005",Western Cape,46770,POINT (2053971.398035911 -3993005.144229486),port215,port,Cape Town_South Africa,ZAF,AF,687.658069587482,Y
ZAp01,ZAp01b,South Africa,Cape Town,<Null>,Bulk Commodities Port,-33.910889,18.451139,E,N,Iron and Steel,"Steel (Unspecified), Scrap Metal",-999.0,NA,<Null>,<Null>,Transnet Port Terminals,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp003","NGA-WPI-Pub150, ZAp001, ZAp002, ZAp003, WRLDp001, ZAp004, ZAp005",Western Cape,46770,POINT (2053971.398035911 -3993005.144229486),port215,port,Cape Town_South Africa,ZAF,AF,687.658069587482,Y
ZAp01,ZAp01c,South Africa,Cape Town,<Null>,Bulk Commodities Port,-33.910889,18.451139,E,N,Cement,Unspecified,-999.0,NA,<Null>,<Null>,Transnet Port Terminals,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp003","NGA-WPI-Pub150, ZAp001, ZAp002, ZAp003, WRLDp001, ZAp004, ZAp005",Western Cape,46770,POINT (2053971.398035911 -3993005.144229486),port215,port,Cape Town_South Africa,ZAF,AF,687.658069587482,Y
NAp02,NAp02a,Namibia,Walvis Bay,<Null>,Bulk Commodities Port,-22.952062,14.495745,E,Y,Tantalum,Tantalum (Concentrate),-999.0,NA,<Null>,Morropino Mine,<Null>,Namport,https://www.namport.com.na/,<Null>,NAp2,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, NAp001",Erongo,46640,POINT (1613658.9520691412 -2609566.302593097),port1381,port,Walvis Bay_Namibia,NAM,AF,718.1518660344365,Y
NAp02,NAp02b,Namibia,Walvis Bay,<Null>,Bulk Commodities Port,-22.952062,14.495745,E,Y,Copper,Concentrate,-999.0,NA,<Null>,"Deziwa Mine in Congo (Kinshasa), Chambishi Mine and Lumwana Mine in Zambia",<Null>,Namport,https://www.namport.com.na/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TZp004",Erongo,46640,POINT (1613658.9520691412 -2609566.302593097),port1381,port,Walvis Bay_Namibia,NAM,AF,718.1518660344365,Y
LYp04,LYp04a,Libya,Banghazi,Benghazi,Oil and Gas Terminal,32.116667,20.05,E,Y,Oil and Gas Products,Petroleum Products (Liquid Bulk),-999.0,NA,<Null>,<Null>,Libyan Ports Company (Socialist Ports Company),Libyan Ports Company (Socialist Ports Company),https://www.lpclibya.com/,<Null>,LYp4,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, LYp002",Benghazi,45280,POINT (2231955.790405135 3755920.408664997),port110,port,Banghazi_Libya,LBY,AF,733.295628384011,Y
LYp04,LYp04b,Libya,Banghazi,Benghazi,Bulk Commodities Port,32.116667,20.05,E,Y,Cement,Dry Bulk,1.5,Million metric tons,<Null>,"Libyan Cement Co. Inc., Benghazi Plant",Libyan Ports Company (Socialist Ports Company),Libyan Ports Company (Socialist Ports Company),https://www.lpclibya.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, LYp002, LYp003",Benghazi,45280,POINT (2231955.790405135 3755920.408664997),port110,port,Banghazi_Libya,LBY,AF,733.295628384011,Y
EGp09,EGp09a,Egypt,North Ain Sukhna Port,<Null>,Oil and Gas Terminal,29.653049,32.356042,E,N,Oil and Gas Products,Liquefied Bulk Petroleum,-999.0,NA,<Null>,<Null>,Arab Petroleum Pipelines CO (SUMED),Arab Petroleum Pipelines Co. (SUMED),http://www.sumed.org/,Sidi Kerir Port via Suez Mediterranean Pipeline (Sumed),EGp9,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, EGp007, EGp009, EGp016",As Suways (Suez),48030,POINT (3601858.119525773 3437893.950935759),port828,port,North Ain Sukhna Port_Egypt,EGY,AF,754.1443167058693,Y
CMp01,CMp01d,Cameroon,Douala,<Null>,Bulk Commodities Port,4.04604,9.684832,E,Y,Chemical Products,Caustic Soda,-999.0,NA,<Null>,<Null>,<Null>,Office National des Ports du Cameroun,<Null>,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, CMp004, CMp006",Littoral,46280,POINT (1078110.5666584014 447765.2212952939),port299,port,Douala_Cameroon,CMR,AF,775.6374852660783,Y
CMp01,CMp01a,Cameroon,Douala,<Null>,Bulk Commodities Port,4.04604,9.684832,E,Y,Aluminum,Aluminum Metal,-999.0,NA,<Null>,<Null>,<Null>,Office National des Ports du Cameroun,<Null>,<Null>,CMp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, CMp004, CMp006",Littoral,46280,POINT (1078110.5666584014 447765.2212952939),port299,port,Douala_Cameroon,CMR,AF,775.6374852660783,Y
CMp01,CMp01c,Cameroon,Douala,<Null>,Bulk Commodities Port,4.04604,9.684832,E,Y,Oil and Gas Products,"Liquefied Petroleum Gas (LPG), Bitumen",-999.0,NA,<Null>,<Null>,<Null>,Office National des Ports du Cameroun,<Null>,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, CMp004, CMp006",Littoral,46280,POINT (1078110.5666584014 447765.2212952939),port299,port,Douala_Cameroon,CMR,AF,775.6374852660783,Y
CMp01,CMp01b,Cameroon,Douala,<Null>,Bulk Commodities Port,4.04604,9.684832,E,Y,Cement,Clinker,-999.0,NA,<Null>,<Null>,<Null>,Office National des Ports du Cameroun,<Null>,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, CMp004, CMp006",Littoral,46280,POINT (1078110.5666584014 447765.2212952939),port299,port,Douala_Cameroon,CMR,AF,775.6374852660783,Y
KEp02,KEp02d,Kenya,Mombasa,<Null>,Bulk Commodities Port,-4.04269,39.62995,E,Y,Titanium,Unspecified,-999.0,NA,<Null>,<Null>,Base Titanium,Kenya Ports Authority,https://kpa.co.ke/AboutUs/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, KEp001",Mombasa,47100,POINT (4411585.854162892 -447393.86034954974),port757,port,Mombasa_Kenya,KEN,AF,781.952052959835,Y
KEp02,KEp02i,Kenya,Mombasa,<Null>,Bulk Commodities Port,-4.04269,39.62995,E,Y,Fluorspar,Unspecified,-999.0,NA,<Null>,<Null>,Bamburi Cement Company,Kenya Ports Authority,https://kpa.co.ke/AboutUs/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, KEp002, KEp004",Mombasa,47100,POINT (4411585.854162892 -447393.86034954974),port757,port,Mombasa_Kenya,KEN,AF,781.952052959835,Y
KEp02,KEp02a,Kenya,Mombasa,<Null>,General Cargo Port,-4.04269,39.62995,E,Y,Chemical Products,Unspecified,-999.0,NA,<Null>,<Null>,Shimanzi Oil Terminal,Kenya Ports Authority,https://kpa.co.ke/AboutUs/Pages/default.aspx,<Null>,KEp2,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, KEp001",Mombasa,47100,POINT (4411585.854162892 -447393.86034954974),port757,port,Mombasa_Kenya,KEN,AF,781.952052959835,Y
